abstained_unmatched,classifier,column,correct,dataset,declared,false_links,fit_and_eval_seconds,lambda,missing_matches,n_fit_pairs,n_train_negative_pairs,n_train_pairs,n_train_positive_pairs,n_true_records,n_unmatched_records,n_validation_pairs,negative_to_positive_ratio,protocol_source,psi,seed,seed_role,side,sklearn_version,threshold,threshold_grid_extreme,threshold_grid_high,threshold_grid_low,validation_f1,warnings,xgboost_version
76,MLP,k=5,1172,DBLP,1205,33,1.8107893466949463,0.027385892116182572,27,3880,3652,4850,1198,1210,98,970,3.048414023372287,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.02231404958677686,42,primary,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.88,[],3.3.0
90,MLP,k=5,1159,DBLP,1192,33,1.687809944152832,0.027684563758389263,26,3940,3714,4926,1212,1196,112,986,3.0643564356435644,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.021739130434782608,43,primary,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.8838174273858921,[],3.3.0
66,MLP,k=5,1183,DBLP,1226,43,1.721895456314087,0.03507340946166395,16,3877,3654,4847,1193,1215,93,970,3.062866722548198,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01316872427983539,44,primary,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.8747433264887063,[],3.3.0
69,MLP,k=5,1184,DBLP,1223,39,1.498903512954712,0.03188879803761243,16,3906,3686,4883,1197,1211,97,977,3.0793650793650795,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.013212221304706853,45,diagnostic,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.899581589958159,[],3.3.0
83,MLP,k=5,1160,DBLP,1202,42,1.1955814361572266,0.03494176372712146,23,3960,3733,4950,1217,1191,117,990,3.0673788003286773,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.019311502938706968,46,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.8583162217659137,[],3.3.0
74,MLP,k=5,1170,DBLP,1199,29,1.6305246353149414,0.02418682235195997,35,3846,3619,4808,1189,1219,89,962,3.043734230445753,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.02871205906480722,47,diagnostic,bi-encoder,1.9.0,0.6500000000000001,False,False,False,0.8984881209503239,[],3.3.0
90,MLP,k=5,1143,DBLP,1162,19,2.051501750946045,0.016351118760757316,56,3872,3640,4840,1200,1208,100,968,3.033333333333333,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.046357615894039736,48,diagnostic,bi-encoder,1.9.0,0.7000000000000002,False,False,False,0.9008620689655172,[],3.3.0
81,MLP,k=5,1177,DBLP,1201,24,1.776503324508667,0.019983347210657785,26,3887,3668,4859,1191,1217,91,972,3.079764903442485,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.021364009860312245,49,diagnostic,bi-encoder,1.9.0,0.6000000000000002,False,False,False,0.8666666666666667,[],3.3.0
76,MLP,k=5,1179,DBLP,1218,39,1.9757883548736572,0.03201970443349754,14,3903,3678,4879,1201,1207,101,976,3.0624479600333054,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0115990057995029,50,diagnostic,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.89738430583501,[],3.3.0
86,MLP,k=5,1149,DBLP,1185,36,2.082042694091797,0.030379746835443037,37,3903,3667,4879,1212,1196,112,976,3.0255775577557755,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.030936454849498328,51,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8930817610062893,[],3.3.0
76,LR,k=50,1142,DBLP,1168,26,0.19574689865112305,0.02226027397260274,64,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.05289256198347107,42,primary,string,1.9.0,0.45000000000000007,False,False,False,0.8733624454148472,[],3.3.0
80,LR,k=50,1137,DBLP,1174,37,0.20628046989440918,0.03151618398637138,54,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0451505016722408,43,primary,string,1.9.0,0.3500000000000001,False,False,False,0.8595744680851064,[],3.3.0
70,LR,k=50,1161,DBLP,1192,31,0.20344901084899902,0.026006711409395974,46,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03786008230452675,44,primary,string,1.9.0,0.3500000000000001,False,False,False,0.865934065934066,[],3.3.0
86,LR,k=50,1123,DBLP,1139,16,0.20236587524414062,0.014047410008779631,83,46744,57234,58431,1197,1211,97,11687,47.81453634085213,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0685383980181668,45,diagnostic,string,1.9.0,0.5500000000000002,False,False,False,0.8616071428571429,[],3.3.0
82,LR,k=50,1131,DBLP,1171,40,0.2035207748413086,0.034158838599487616,55,47500,58159,59376,1217,1191,117,11876,47.78882497945768,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04617968094038623,46,diagnostic,string,1.9.0,0.30000000000000004,False,False,False,0.8765432098765432,[],3.3.0
76,LR,k=50,1111,DBLP,1130,19,0.19873809814453125,0.016814159292035398,102,46392,56801,57990,1189,1219,89,11598,47.772077375946175,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.08367514356029532,47,diagnostic,string,1.9.0,0.5500000000000002,False,False,False,0.8695652173913043,[],3.3.0
65,LR,k=50,1140,DBLP,1187,47,0.20305538177490234,0.039595619208087615,56,46812,57316,58516,1200,1208,100,11704,47.763333333333335,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.046357615894039736,48,diagnostic,string,1.9.0,0.25000000000000006,False,False,False,0.8742268041237113,[],3.3.0
69,LR,k=50,1158,DBLP,1190,32,0.20002365112304688,0.02689075630252101,49,46536,56979,58170,1191,1217,91,11634,47.841309823677584,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04026294165981923,49,diagnostic,string,1.9.0,0.30000000000000004,False,False,False,0.8589473684210527,[],3.3.0
96,LR,k=50,1105,DBLP,1114,9,0.20038485527038574,0.00807899461400359,98,46890,57412,58613,1201,1207,101,11723,47.80349708576186,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0811930405965203,50,diagnostic,string,1.9.0,0.5500000000000002,False,False,False,0.8997772828507795,[],3.3.0
90,LR,k=50,1110,DBLP,1141,31,0.20129060745239258,0.02716914986853637,77,47313,57930,59142,1212,1196,112,11829,47.7970297029703,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06438127090301003,51,diagnostic,string,1.9.0,0.40000000000000013,False,False,False,0.8812095032397408,[],3.3.0
73,SVM,k=50,1163,DBLP,1195,32,6.221123933792114,0.026778242677824266,40,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03305785123966942,42,primary,string,1.9.0,0.5000000000000001,False,False,False,0.9087048832271762,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
79,SVM,k=50,1159,DBLP,1197,38,6.3953797817230225,0.031746031746031744,32,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.026755852842809364,43,primary,string,1.9.0,0.3500000000000001,False,False,False,0.8851063829787233,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
67,SVM,k=50,1187,DBLP,1220,33,6.344939470291138,0.027049180327868853,21,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01728395061728395,44,primary,string,1.9.0,0.15000000000000002,False,False,False,0.8822269807280514,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
69,SVM,k=50,1176,DBLP,1212,36,6.450843811035156,0.0297029702970297,27,46744,57234,58431,1197,1211,97,11687,47.81453634085213,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.022295623451692816,45,diagnostic,string,1.9.0,0.20000000000000004,False,False,False,0.8810020876826722,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
89,SVM,k=50,1140,DBLP,1171,31,6.666475296020508,0.026473099914602904,48,47500,58159,59376,1217,1191,117,11876,47.78882497945768,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04030226700251889,46,diagnostic,string,1.9.0,0.45000000000000007,False,False,False,0.8903225806451613,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
68,SVM,k=50,1171,DBLP,1203,32,5.850961923599243,0.02660016625103907,37,46392,56801,57990,1189,1219,89,11598,47.772077375946175,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.030352748154224774,47,diagnostic,string,1.9.0,0.30000000000000004,False,False,False,0.8884120171673819,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
66,SVM,k=50,1137,DBLP,1180,43,5.978875398635864,0.036440677966101696,62,46812,57316,58516,1200,1208,100,11704,47.763333333333335,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.05132450331125828,48,diagnostic,string,1.9.0,0.45000000000000007,False,False,False,0.8865096359743041,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
83,SVM,k=50,1166,DBLP,1181,15,6.113484621047974,0.012701100762066046,44,46536,56979,58170,1191,1217,91,11634,47.841309823677584,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.036154478225143796,49,diagnostic,string,1.9.0,0.6000000000000002,False,False,False,0.8794642857142857,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
81,SVM,k=50,1150,DBLP,1177,27,6.422919750213623,0.022939677145284623,50,46890,57412,58613,1201,1207,101,11723,47.80349708576186,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.041425020712510356,50,diagnostic,string,1.9.0,0.45000000000000007,False,False,False,0.9075268817204301,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
87,SVM,k=50,1137,DBLP,1169,32,6.16753625869751,0.02737382378100941,52,47313,57930,59142,1212,1196,112,11829,47.7970297029703,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.043478260869565216,51,diagnostic,string,1.9.0,0.40000000000000013,False,False,False,0.8903225806451613,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
67,XGB,k=50,1185,DBLP,1223,38,1.0181405544281006,0.03107113654946852,18,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01487603305785124,42,primary,string,1.9.0,0.3500000000000001,False,False,False,0.9159663865546218,[],3.3.0
87,XGB,k=50,1146,DBLP,1178,32,1.0435428619384766,0.027164685908319185,43,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03595317725752508,43,primary,string,1.9.0,0.7500000000000002,False,False,False,0.8933333333333333,[],3.3.0
72,XGB,k=50,1188,DBLP,1216,28,1.0016124248504639,0.023026315789473683,20,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01646090534979424,44,primary,string,1.9.0,0.45000000000000007,False,False,False,0.8917748917748918,[],3.3.0
80,XGB,k=50,1153,DBLP,1178,25,0.9110743999481201,0.021222410865874362,50,46744,57234,58431,1197,1211,97,11687,47.81453634085213,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04128819157720892,45,diagnostic,string,1.9.0,0.7000000000000002,False,False,False,0.8933333333333333,[],3.3.0
75,XGB,k=50,1160,DBLP,1209,49,0.9767963886260986,0.04052936311000827,24,47500,58159,59376,1217,1191,117,11876,47.78882497945768,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.020151133501259445,46,diagnostic,string,1.9.0,0.3500000000000001,False,False,False,0.9135802469135802,[],3.3.0
73,XGB,k=50,1174,DBLP,1197,23,0.9719088077545166,0.01921470342522974,38,46392,56801,57990,1189,1219,89,11598,47.772077375946175,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.031173092698933553,47,diagnostic,string,1.9.0,0.5000000000000001,False,False,False,0.9094827586206896,[],3.3.0
69,XGB,k=50,1147,DBLP,1189,42,0.9638993740081787,0.03532380151387721,50,46812,57316,58516,1200,1208,100,11704,47.763333333333335,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.041390728476821195,48,diagnostic,string,1.9.0,0.5500000000000002,False,False,False,0.8859649122807017,[],3.3.0
78,XGB,k=50,1161,DBLP,1182,21,0.97806715965271,0.017766497461928935,48,46536,56979,58170,1191,1217,91,11634,47.841309823677584,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03944124897288414,49,diagnostic,string,1.9.0,0.7500000000000002,False,False,False,0.9038031319910514,[],3.3.0
84,XGB,k=50,1138,DBLP,1161,23,1.007659912109375,0.019810508182601206,63,46890,57412,58613,1201,1207,101,11723,47.80349708576186,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.05219552609776305,50,diagnostic,string,1.9.0,0.8000000000000002,False,False,False,0.9086859688195991,[],3.3.0
77,XGB,k=50,1164,DBLP,1209,45,0.9589238166809082,0.03722084367245657,22,47313,57930,59142,1212,1196,112,11829,47.7970297029703,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01839464882943144,51,diagnostic,string,1.9.0,0.30000000000000004,False,False,False,0.9180327868852459,[],3.3.0
72,MLP,k=50,1156,DBLP,1191,35,4.29477071762085,0.02938706968933669,45,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0371900826446281,42,primary,string,1.9.0,0.45000000000000007,False,False,False,0.8941684665226782,[],3.3.0
80,MLP,k=50,1145,DBLP,1183,38,4.570578098297119,0.032121724429416736,45,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03762541806020067,43,primary,string,1.9.0,0.45000000000000007,False,False,False,0.8742004264392325,[],3.3.0
70,MLP,k=50,1180,DBLP,1211,31,4.343463897705078,0.02559867877786953,27,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.022222222222222223,44,primary,string,1.9.0,0.5500000000000002,False,False,False,0.8722466960352423,[],3.3.0
75,MLP,k=50,1161,DBLP,1188,27,4.149655103683472,0.022727272727272728,45,46744,57234,58431,1197,1211,97,11687,47.81453634085213,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.037159372419488024,45,diagnostic,string,1.9.0,0.6500000000000001,False,False,False,0.8776371308016878,[],3.3.0
81,MLP,k=50,1139,DBLP,1180,41,7.550341606140137,0.03474576271186441,47,47500,58159,59376,1217,1191,117,11876,47.78882497945768,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03946263643996641,46,diagnostic,string,1.9.0,0.40000000000000013,False,False,False,0.8997867803837953,[],3.3.0
69,MLP,k=50,1144,DBLP,1176,32,2.7869131565093994,0.027210884353741496,63,46392,56801,57990,1189,1219,89,11598,47.772077375946175,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.051681706316652996,47,diagnostic,string,1.9.0,0.40000000000000013,False,False,False,0.8787878787878788,[],3.3.0
90,MLP,k=50,1100,DBLP,1117,17,2.6198012828826904,0.01521933751119069,101,46812,57316,58516,1200,1208,100,11704,47.763333333333335,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0836092715231788,48,diagnostic,string,1.9.0,0.7000000000000002,False,False,False,0.867579908675799,[],3.3.0
77,MLP,k=50,1161,DBLP,1182,21,7.25551176071167,0.017766497461928935,49,46536,56979,58170,1191,1217,91,11634,47.841309823677584,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04026294165981923,49,diagnostic,string,1.9.0,0.7000000000000002,False,False,False,0.8758465011286681,[],3.3.0
77,MLP,k=50,1157,DBLP,1189,32,7.056350946426392,0.02691337258200168,42,46890,57412,58613,1201,1207,101,11723,47.80349708576186,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0347970173985087,50,diagnostic,string,1.9.0,0.7500000000000002,False,False,False,0.9059080962800875,[],3.3.0
86,MLP,k=50,1128,DBLP,1164,36,4.421805381774902,0.030927835051546393,58,47313,57930,59142,1212,1196,112,11829,47.7970297029703,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.048494983277591976,51,diagnostic,string,1.9.0,0.7000000000000002,False,False,False,0.8826086956521739,[],3.3.0
97,LR,k=50,1127,DBLP,1135,8,0.19662117958068848,0.007048458149779736,76,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0628099173553719,42,primary,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.8348214285714286,[],3.3.0
111,LR,k=50,1109,DBLP,1116,7,0.19942641258239746,0.0062724014336917565,81,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0677257525083612,43,primary,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.8423423423423423,[],3.3.0
90,LR,k=50,1138,DBLP,1155,17,0.20309948921203613,0.01471861471861472,63,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.05185185185185185,44,primary,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.8448275862068966,[],3.3.0
97,LR,k=50,1122,DBLP,1130,8,0.19975543022155762,0.007079646017699115,81,46744,57234,58431,1197,1211,97,11687,47.81453634085213,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06688687035507845,45,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8458149779735683,[],3.3.0
103,LR,k=50,1121,DBLP,1140,19,0.1978001594543457,0.016666666666666666,65,47500,58159,59376,1217,1191,117,11876,47.78882497945768,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.054575986565911,46,diagnostic,bi-encoder,1.9.0,0.30000000000000004,False,False,False,0.841897233201581,[],3.3.0
84,LR,k=50,1128,DBLP,1146,18,0.20173048973083496,0.015706806282722512,78,46392,56801,57990,1189,1219,89,11598,47.772077375946175,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06398687448728466,47,diagnostic,bi-encoder,1.9.0,0.30000000000000004,False,False,False,0.8418891170431212,[],3.3.0
100,LR,k=50,1095,DBLP,1106,11,0.20012855529785156,0.009945750452079566,102,46812,57316,58516,1200,1208,100,11704,47.763333333333335,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.08443708609271523,48,diagnostic,bi-encoder,1.9.0,0.6000000000000002,False,False,False,0.8375286041189931,[],3.3.0
87,LR,k=50,1143,DBLP,1160,17,0.19674468040466309,0.014655172413793103,61,46536,56979,58170,1191,1217,91,11634,47.841309823677584,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.05012325390304026,49,diagnostic,bi-encoder,1.9.0,0.30000000000000004,False,False,False,0.860125260960334,[],3.3.0
100,LR,k=50,1101,DBLP,1111,10,0.19725489616394043,0.009000900090009001,97,46890,57412,58613,1201,1207,101,11723,47.80349708576186,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.08036454018227009,50,diagnostic,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.8584070796460177,[],3.3.0
109,LR,k=50,1084,DBLP,1098,14,0.20095276832580566,0.012750455373406194,101,47313,57930,59142,1212,1196,112,11829,47.7970297029703,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.08444816053511706,51,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.84375,[],3.3.0
83,SVM,k=50,1155,DBLP,1177,22,6.78730320930481,0.018691588785046728,48,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03966942148760331,42,primary,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8731182795698925,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
98,SVM,k=50,1159,DBLP,1184,25,6.9110331535339355,0.021114864864864864,26,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.021739130434782608,43,primary,bi-encoder,1.9.0,0.15000000000000002,False,False,False,0.8666666666666667,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
86,SVM,k=50,1160,DBLP,1178,18,6.840258836746216,0.015280135823429542,44,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03621399176954732,44,primary,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8805309734513275,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
86,SVM,k=50,1166,DBLP,1187,21,7.1035475730896,0.017691659646166806,35,46744,57234,58431,1197,1211,97,11687,47.81453634085213,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.028901734104046242,45,diagnostic,bi-encoder,1.9.0,0.15000000000000002,False,False,False,0.8781512605042017,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
105,SVM,k=50,1137,DBLP,1156,19,7.148895502090454,0.01643598615916955,47,47500,58159,59376,1217,1191,117,11876,47.78882497945768,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03946263643996641,46,diagnostic,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.879492600422833,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
76,SVM,k=50,1160,DBLP,1188,28,6.180193185806274,0.02356902356902357,44,46392,56801,57990,1189,1219,89,11598,47.772077375946175,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03609515996718622,47,diagnostic,bi-encoder,1.9.0,0.20000000000000004,False,False,False,0.8755364806866953,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
87,SVM,k=50,1154,DBLP,1180,26,6.902542591094971,0.022033898305084745,41,46812,57316,58516,1200,1208,100,11704,47.763333333333335,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03394039735099338,48,diagnostic,bi-encoder,1.9.0,0.1,True,False,True,0.871900826446281,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
86,SVM,k=50,1154,DBLP,1171,17,6.652353763580322,0.014517506404782237,51,46536,56979,58170,1191,1217,91,11634,47.841309823677584,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0419063270336894,49,diagnostic,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.8830022075055187,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
95,SVM,k=50,1144,DBLP,1165,21,6.5790910720825195,0.018025751072961373,48,46890,57412,58613,1201,1207,101,11723,47.80349708576186,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03976801988400994,50,diagnostic,bi-encoder,1.9.0,0.20000000000000004,False,False,False,0.888421052631579,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
90,SVM,k=50,1141,DBLP,1176,35,6.484316825866699,0.02976190476190476,42,47313,57930,59142,1212,1196,112,11829,47.7970297029703,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03511705685618729,51,diagnostic,bi-encoder,1.9.0,0.20000000000000004,False,False,False,0.8755364806866953,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
66,XGB,k=50,1170,DBLP,1212,42,0.8685851097106934,0.034653465346534656,30,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.024793388429752067,42,primary,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8668076109936576,[],3.3.0
95,XGB,k=50,1147,DBLP,1170,23,0.9530665874481201,0.019658119658119658,43,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03595317725752508,43,primary,bi-encoder,1.9.0,0.7000000000000002,False,False,False,0.8738738738738738,[],3.3.0
79,XGB,k=50,1154,DBLP,1174,20,0.9278073310852051,0.017035775127768313,55,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04526748971193416,44,primary,bi-encoder,1.9.0,0.7500000000000002,False,False,False,0.8808988764044944,[],3.3.0
71,XGB,k=50,1185,DBLP,1218,33,0.8982300758361816,0.027093596059113302,19,46744,57234,58431,1197,1211,97,11687,47.81453634085213,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01568951279933939,45,diagnostic,bi-encoder,1.9.0,0.30000000000000004,False,False,False,0.8739837398373984,[],3.3.0
96,XGB,k=50,1156,DBLP,1184,28,0.9362602233886719,0.02364864864864865,28,47500,58159,59376,1217,1191,117,11876,47.78882497945768,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.023509655751469353,46,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8865546218487395,[],3.3.0
